image_path,image_name,raw_text,sugar_g,calories_kcal,fat_g,protein_g,sodium_mg
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image22_jpeg.rf.7aa0400bbea0114f1a4ae2b415de64c2.jpg,image22_jpeg.rf.7aa0400bbea0114f1a4ae2b415de64c2.jpg,"PUCK
INFORMASI NILAI GIZI
eleAnalog Oles
Takaran Saji15g
jkarta12910,
16SajianperKemasan
amba,Bislev
Demark.Berat
JUMLAHPERSAJIAN
103409076216
EnergiTotal
45kkal
Energi dari lemak
40kkal
n:lihatkemasan
4.5g
%AKG
LemakTotal
%L
nungsususapi
Kolesterol
10mg
3%
inyak abati,
Lemakjenuh
2.59
13%
wntt.garam.Tidak
Protein
19
2%
tanapengawet.
KarbohidratTotal
og
0%
Gula
0g
ttan yangdicetak
Garam(natrium)
135mg
9%
PGedkketk
etbesih:240g
BPOMRI
2302/20/8L
18/05/2026
204-1",0.0,,40.0,19.0,135.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image23_jpeg.rf.b2a45d60d9da4ab7081afd74402d9688.jpg,image23_jpeg.rf.b2a45d60d9da4ab7081afd74402d9688.jpg,"INFORMASI NILAI GIZI
NUTRITIONINFORMATION
Takaran sajl/Serving size
:125ml
6Sajanperkemasan/6Servingperpock
Energl total/Total calorles
110kal/el
Energidarilemak/
Caloriesfromfat
30kkal/kl
Energidar lemakjenuh/
20kl/k
Caloriesfrom saturated fat
%AKG*/%DV*
3.5g
omg
%5
Kolesterol/Cholesterol
Lemak trans/Transfot
0g
0%
Lemakjenuh/Saturatndfat
2g
39
11%
Karbohldrat total/
Proteln/Proteln
169
6%
5%
Gula total/Total sugar
Total carbohydrate
10g
Garam(Natrlum)/Sodlum
Sukrosa/Sucrose
65mg
69
495
VitaminA
15
VitaminD
20
VitaminB1
VitaminE
VitaminB2
15.96
VitaminB3
20%
Vitamin B6
159%
VitaminB12
15%
Kalium/Potassium
15%
4%
Kalsium/Calcium
Fosfor/Phosphor
%51
Magneslum/Mognesium
%9
Zatbesi/lron
6%
6%
Selenium/Selenlum
Seng/Zine
30%
n
RrDMboa2150edtr
cgndmnginkhtngaukeh
DayWmyeheedndgoryorae
KOMPO18Arsusp sgar(2oN)gu
akaobubuenstlnabatat
pkimnkcangondbbuk(0.59
persasineikcangaond
INGREDNoe.shmk(20%）sg.
wotdftybonogdatk",10.0,30.0,0.0,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image24_jpeg.rf.549ea4872fb5634e1f6fe81439cdccda.jpg,image24_jpeg.rf.549ea4872fb5634e1f6fe81439cdccda.jpg,"TROPICANA
SLIM
INFORMASINILAIGIZI
(NUTRITIONFACTS)
Takaran Saji(ServingSize)
50SajianperKemasan
1.8 g (sachet)
(50ServingperContainer)
JUMLAHPERSAJIAN(AMOUNTPERSERVING)
Energi Total(Total Calories)
okkal
%AKG*
LemakTotal(TotalFat)
og
0%
LemakJenuh(SaturatedFat)
Protein(Protein)
0g
%0
KarbohidratTotal
60
%0
(TotalCarbohydrate)
GulaTotal(Total Sugar)
2g
1%
Garam(Natrium)Salt(Sodium)
0g
omg
0%
Mineral
Kromium(Chromium)
24mcg
100%
PersenAKGberdasarkankebutuhan
kkal.KebutuhanenergiAndamungkinlebihtinggi
energi2150
atau lebihrendah.
PercentDallyValues arebasedon2150caloriediet.
Yourdailyyaluesmaybehigherorlowerdepending
on yourcalorie needs.
CUSTOMERRELATION
0800-1-818181(Bebas Pulsa)
0877-8779-9000
(Sabtu:08.30-13.00WIB)
08.30-17.00WIB
customer@tropicanaslim.com
Buyeasierat
nutrimart",2.0,800.0,0.0,0.0,0.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image25_jpeg.rf.d784a5707d7793df5398f86218514708.jpg,image25_jpeg.rf.d784a5707d7793df5398f86218514708.jpg,"Komposisi
Mengandung alergen.lihat daftar bahan
dicetak teoal
INFORMASINILAIGIZI
Takaran saji:20g
17.5 sajlan perkemasan
JUMLAHPERSAJIAN
Energi total:130kkal
Energidari lemak:BOkkal
Energidarilemakjenuh:45kkal
%AKG
LemakTotal
99
14%
Lemak Jenuh
1%
25%
Karbohidrat Total
Protein
9g
3%
Garam(Natrium)
Gula
8g
15mg
1%
'PersenAKGberdasarkankebutuhan",8.0,130.0,45.0,9.0,8.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image26_jpeg.rf.8108976100e2b956fc976bcd76c28680.jpg,image26_jpeg.rf.8108976100e2b956fc976bcd76c28680.jpg,"pbatmakesyourfriedtoodflavorfulandcrispy
oodnootherspicesneedtobeaddedwithSasaalaKentucky
tastedelicious,crispier&moreflavorful.
Komposisi:
urgTerigu,PenguatRasa(MononatriumL-glutamat,Dinatrium
tdanGuanilat)GaramGulaPenstabilRempa-rmpa%
Perisa Alami,Kaldu Sayuran.
TanpaPengawetdanPemanisBuatan.
Mengandungalergen,lihatdaftarbahanyangdicetaktebal.
Ingredients:
WheatFlour,FlavorEnhancers(MonosodiumL-glutamate,Disoe
um
nesinateandGuanylate),Salt,Sugar,Stabilizer,Spices0.5%,
NaturalFlavor,VegetableBouillon.
Nopreservativesandartificialsweetener
Containsallergen,see ingredientsinbold
INFORMASINILAIGIZI
JUMLAHPER100g
Enorgi total
Lemaktotal
360kkal
Lemakjenuh
1.5g
Proteln
0.5g
KarbohidratTotal
119
Gula
75g
Garam(Natrium)
2g
2770mg
POMRI",75.0,,1.5,,2.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image27_jpeg.rf.03b7d42c83d2fcc4b9918c9cb1745fdb.jpg,image27_jpeg.rf.03b7d42c83d2fcc4b9918c9cb1745fdb.jpg,"Salt,
dent:Vegats
vorEnhancer (Monesodium
NTUKVIDEO
Inosinate,Disodium
Chili Powder,
owdei.t
CARAMEMBJ
Galangal Powder
Peanut Paste,Onion Powder,'Garlic
5'-Ribonuelsotidet)
um
Glutamate,Disod
Lemongrass Powder,
Capg
Powder,Natural Flavoring
nhancer
Synthetic Beef Flavor (Contalins
Cinnamon
Powder,
Monosodium L'-Glutamate),
NaturalColorantCaramelClassll,AntioxiantMixed
TocopherolConcentrate.
Containingallergenseebold prntedmaterial
Manufacturedusing equipment
Gluten.Fish,Crustacean,Soy.
2ajnPKemt/einPPka
an/Sening SeSachet10g（1schet)
JUMLAHPERSAIANJ/AMOUNTPERSERVING
EnergTotal/TotalCalories
EnergdaLe/CaloiesfrnFt
60kkal
/
45kk
Kolestero/Choleterol
Lemak Trons/Tron Fat
%AKG*/%Dally Value
/r
4.5g
omg
%4
Protein/Protein
08
0%
auelea
2g
Guta/Sugars
10%
Garam[Natrlum]/Salt(Sodlum)
05
18
1
180mg
18
2%
oyaagecosan
sedong2150c
gkinfebih
12%
rendah.
Hubungi IbuKOBE
ukpetanyaan&komentar
arprodukKOBE&
annya:
1312(TARIFNOMAL)
FOBOK520/ING15001",10.0,60.0,,8.0,5.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image28_jpeg.rf.31f5bc9374f7ba5b5dddab2cf446da97.jpg,image28_jpeg.rf.31f5bc9374f7ba5b5dddab2cf446da97.jpg,"INFORMASI NILAIGIZI
NUTRITIONINFORMATION
Takaransal/Serng see
:125ml
6Sajanperkemasan/6Serving perpock
Energl total/Total calorles
100kkal/kool
Energi dar kemak/
30kal/kedl
Coloriesfromfat
Enegidarlemakenuh/
20kal/kool
Caloriesfromsoturatedfot
%AKG*/%DV*
Lemak total/Totalfot
3.59
5%
Kolesterol/Cholesterol
2mg
1%
Lemaktrans/Transfot
0g
Lemakjenuh/Saturatedfat
2g
11%
Proteln/Proteln
3.5g
%4
Karbohidrat total/
4%
Total carbohydrate
6g
9g
Sukrosa/Sucrose
pos/(nn g
70mg
4%6
VitaminA
2590
15%
VitaminE
Vitamin D
10
Vitamin B1
20
VitaminB2
20
VitaminB3
20
VitaminB6
VitaminB12
156
Kallum/Potassum
10%
1%
Kalsium/Calcium
Fosfor/Phosphor
15%
Magneslum/Magnesium
%9
Zatbesi/lron
6.%
6%
Seng/Zine
Selenium/Selenium
10%
eeAGbnny2150kelhn
eDlyDMebosna2150dtr
megiandamungkinlebihsingitaukthrendh
KOMPO1:supsear(20%）
bubkentbbaum
INGRIDIRNTWoter.feshmk(20d
biscult artiicialavor
nggeotdrbhonydak",,,0.0,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image29_jpeg.rf.ac1c7f09a81d658c31de7c2019be2252.jpg,image29_jpeg.rf.ac1c7f09a81d658c31de7c2019be2252.jpg,"INFORAASINILAIGIZI
lby
(NUIRITIONFACTS)
smttvanla
Takaran:aji/Servingsi
13Sajlinperkemas/
20g
13 Senng perpack
JUMLIHPERSAJIAN/AMOUNTPERERVING
Energitotal/Calories
Energdarilemak/Caloriesfromfat
1/0kkal
0kkal
%AKG
ogitegeg
Lemak total/Totalfat
Lemak jenuh/Saturitedfat
%DV*
Proteln/Protein
9
13%
Karbohidrattotal/Totalcarbohydrate
9
10%
Serat pangan/Dlie aryfiber
9
%E
2%
Gula/Sugar
1
Garam(natrium)/S)dium
8
9
5%
.5mg
1%
250g",1.0,1.0,1.0,9.0,8.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image2_jpeg.rf.906d2a80b08624fb598edc0a7b00765b.jpg,image2_jpeg.rf.906d2a80b08624fb598edc0a7b00765b.jpg,"Kedelal
INFORMASI
Jumlah per sojion
%AKG""
Jumlah per sojion
%AKG*
LemakTotul
9g
%81
Karbohidrat Total
12g
4%
NILAIGIZI
Kolesterol
15mg
5%
Serat
10%
Tokoron sol1br(30g)
Lemokjenuh
5g
25%
Gula
1Sejan perkemason
Protein
5g
8%
Gorom(natrium)
85mg
6%
EnergiTotel150kkel
Isoflovon
13mg
Energidori lemak B0kal",1.0,,9.0,5.0,85.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image30_jpeg.rf.99b8e8fa2253d828e692b29e8587a41f.jpg,image30_jpeg.rf.99b8e8fa2253d828e692b29e8587a41f.jpg,"hocotate
Almond Breeze
Chocolate Flauor
AlmondMilk
Blue Diamond Brand
INFORMA
SINILAIGIZI
Takaran saji:180
±5SajianperKem
ml
asan
JUMLAHPERSA
Energi total
JIAN
Energidari lemak
70kkal
Energidarilemak
20kkal
jenuh
0kkal
Lemaktotal
%AKG*
Kolesterol
2g
bw0
3%
Lemakjenuh
60
%0
Protein
1g
1%
Karbohidrattotal
12g
2%
Seratpangan
60
4%
Gula
66
0%
Garam(natrium)
110mg
7%
VitaminE
Kalsium
80%
ZatBesi
25%
*PersenAKGberdasarkan
10%
Kebutuhan energiandamun
kebutuhanenergi2150kkal.
gkin lebihtinggiataulebihrendah.
Komposisi:Sari
(93%)(mengandung
Kacang Almond
Hitam,Kakao Bubuk,
kacang almond2%),Gula
KeasamanTrikalium
KalsiumKarbonat,Pengatur
Vanila,Pengemulsi:
Sitratramrm
PenstabilGom,VitaminE
LesitinBungaMatahari,
""MENGANDUNG
DAFTARBAHAN
ALERGEN,LIHAT
YANGDICETAKTEBAL""",66.0,70.0,2.0,1.0,110.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image31_jpeg.rf.c034751d883e8fe352cab4a4cd673a7a.jpg,image31_jpeg.rf.c034751d883e8fe352cab4a4cd673a7a.jpg,"INFORMASINILAIGIZI
BERATBER
Takaran Saj:15g（1 sendokmakan)
KOOEPROUS:
23.5Sajanper Kemasan
BAKDIGUNAEUX
JUMLAHPERSAJIAN
Liatpaaol
EnergiTotal:80kkalEnergidariLemak:40kkal
DIMPOROULE
oAKG*
PT.FerepDCnee
4.5g
7%
Jlalan AKamlat
LemakTotal
JakantaSean27-
LemakJenuh
1.5g
8%
BPOMM2239907
Protein
1g
2%
66
3%
Gula
8g
Garam(Natrium)
5mg
1%
iebihuingataulebihrendah.
S2790,USTALA
SINGDATMENYEBABIKAN
SREUIMDGINAKAN
75295854
dan serangan jantung.",8.0,,1.5,1.0,5.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image32_jpeg.rf.4f80780a0547fc3c75f0ede70e98b755.jpg,image32_jpeg.rf.4f80780a0547fc3c75f0ede70e98b755.jpg,"ganyangmudah dimasakdan dapatdinikmati oleh seluruh
UBLESWALLOWSUNfromseaweedextract.Andeasyto
servetoallfamilymember.
ASAK:
ngkusAgar-AgarDOUBLESwALL
risi4gelas air（900cc)dan120gal(u
ggamendidih sambil diaduk,kemudian tuangkan ke
sim
iarkan hingga/dingin.
：
etofAgar-Agar
DOUBLE
INFORMASINILAIGIZ
SUNinteapanwith 4glasses
Takaransaji
7g
0cc)and/120gofsugar
1SajianperKemasan
taste),andboilwhilststirring,
JUMLAHPERSAJIAN
amould and let it cool.
Energi Total
25kkal
Energi darilemak
Okkal
ON
19),Synthetic
%AKG*
Lemaktotal
og
0%
Yhi
Lemakjenuh
og
0%
Protein
0g
Karbohidrattotal
0%
6g
2%
ula
0g
ibuk
66
ntet
ram(Natrium)
10mg
1%
ewar
ik
KGberdo
kankebutuhon er
eg/2150kkal
120
kier lebihe
IaSl
319
lallu
JI
Liey
aa
995
a3
(9
Pl
Ksioleh:PT.BolaDuniaWalet,JAKARTA-INDONESIA
ksi
0328",1.0,25.0,19.0,0.0,10.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image33_jpeg.rf.2ce5882c4d90574a32bdc7736a52df38.jpg,image33_jpeg.rf.2ce5882c4d90574a32bdc7736a52df38.jpg,"anservetoallfamilymember.
MASAK:
biarkan hingga dingin.
ON:
chetof
Agar-Agar
DOUBLE
INFORMASINILAIGIZI
WSUNinto apanwith 4glasses
Takaransaji
78
900cc)and,120gofsugar
1SajianperKemasan
totaste),andboilwhilststirring,
JUMLAHPERSAJIAN
toamouldandletitcool.
EnergiTotal
25kkal
ITION:
Energidari lemak
Okkal
Powder(99
19),Synthetic
%AKG*
Lemaktotal
0g
Synthetie
LemakJenuh
0%
vourand
Og
0%
CI20285D
Protein
0g
Karbohidrattotal
0%
ISI:
6g
2%
Bubuk
sula
og
1991
nten
ram(Natrium)
10mg
PewarnaSi
1%
tik
CI20p85)
r1kkul
gkinlebih
ngo-at
lebihn
al aSlopa
4
995
(91
ssioleh:PT.BolaDuniaWalet,JAKARTA-INDONESIA
ksi
0328
ANUATA",1.0,,0.0,0.0,10.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image34_jpeg.rf.f4ffd22e7b59d5c27e21ea56f0f6d356.jpg,image34_jpeg.rf.f4ffd22e7b59d5c27e21ea56f0f6d356.jpg,"INFORMASINILAI
18Sajlanperkemasan
akaransaji:20g
JUMLAHPERSAJIAN
120kkal
Energidarilemak
LemakTotal
%AKG
Kolesterol
11%
Komposisi:G
Protein
mO
KarbohidratTotal
SeratPangan
Ingredients:Sp
Gula
Garam(Natrium)
10mg
1%",10.0,,11.0,,10.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image36_jpeg.rf.3248a1aa6056255b1b3f0876fa43b2c7.jpg,image36_jpeg.rf.3248a1aa6056255b1b3f0876fa43b2c7.jpg,"processing,we ensurethemilkis
sterile and havelongshelf life
MADEFROM
FRESH MILK
FROMSELECTEDFARM
INFORMASINILAIGIZI
NUTRITIONFACTS
Takaran Saj1Gelas/Serving size 1cup(200ml）)
EnerglTotal/TotalEnergy
130kkal/
Energdar Lemak/EnoryfomFat
60kkal/kcsl
EnergidariLemakJenu
35kkal
%AKG/%OV
LemakTotal/TotalFat
7g11%
Kolesterol/Cholesferol
Karbohidrat Total/Total
Protein
3%
Carbohydrate
Gula(Sugar)
BuoL
7g
Garam (Natrium)/ Salt(Sodiun)
5%
Kalum
VitaminA
VitaminD
VitaminB1
s
Vitamin B2
VitaminB6
40
%
VitaminB12
4 %
Zinc
10%
6%
Selenium
rgiAods
dingaeyour
SumrViminD.B1,2,6,danFofr
Susu segar（9%）pen
Komposisi:
n,ihat daftar ba
nstabil nabatl (nabati dan foe",7.0,130.0,7.0,3.0,5.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image37_jpeg.rf.86d525070d65cc269064755e0c8ee533.jpg,image37_jpeg.rf.86d525070d65cc269064755e0c8ee533.jpg,"Fior,
kinat danGuanilat.
etdanPemanisBuatan.
Ingredients:
Disodium lnosinatendGuanylate).
insllnngrenl
INFORMASINILAIGIZI
JUMLAHPER100g
Energi total
350kkal
Lemaktotal
0.5g
Lemakjenuh
60
Protein
19
Karbohidra:Total
698
Gula
7g
Garam (Natrium)
660mg
BPOMRI
273602516",7.0,350.0,0.5,19.0,660.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image38_jpeg.rf.f313b36379116188903b2ab1a1df7cbd.jpg,image38_jpeg.rf.f313b36379116188903b2ab1a1df7cbd.jpg,"DELMONTE
SPAGHETTI SAUCE
Dei MonteSpaghetti Sauce terbuat dariBahan-bah
dihidangkan dengananeka pasta seperti spag
fettuccine,fusilli danpenne
基
Kamposisi.
INFORMASINILAIGIZI
Arr, Gula, Pasta Tomat, Mi
Takaran sals 26 g
Repah.Pengentol Nab
10 Snan per Keriasen
ymGtutamut,
JUMLAH PER SAJIAN
40 kkal
umBen？
ama,Pen
Energltotal
Enegi car lnnak
10kkal
0 kkal
aSintetikSapkmeng
Eneg: dari temas jeiuh
AKG*
dilents:
9
%Z
Karest
VegetableThickener.Vege
Lemiak tra""s
D9
(Morosodium Glutamate,
Lemak jenuh
Prptein
Gg
0
Acid Regulator,Xanthan
urbohldrnt lotnl
1 °
恤%
Sadium Metobisulphite
1a
Gt
g
:Am (Natrlum)
418 %
{corla Ascorbc Acid as
280mg
Mengandung atergen, lh
gnn h ng ara tobn r/gh
dicetak tebal.
Nm0hn2300mgm
Contains ollergens. see αli
gn per arony aer ht serisak
Simpan dalam femarl es,",,,0.0,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image39_jpeg.rf.dd6b3f132fbcf79ecc248cf7647bc134.jpg,image39_jpeg.rf.dd6b3f132fbcf79ecc248cf7647bc134.jpg,"tomatyangb
CUISINE
Saus Bolognese
denganberba
Tagliatel
0107262
Fettucin
INFORMASINILAIGIZI
Takaran saji7
4.5Sajianperke nasan
JUMLAHPERSAJIAN
Tuanok
Delisaos
80kkal
edsereip
atau
Energidari lemak
0kkal
/AKG*
nikmapanaska
LemakTotal
0g
0%0
LemakJenuh
0g
0%/
3g
5%
Petunj
Protein
Karbohidrat Total
17g
5%/
Gula
11g
Garam(Natrium)
680mg
45%/
PersenAKGberdasarkankebutuhn
g2i50kkolKebutuhannergAnr
suan
sl:Air,Bnbu（Mengan
ingTemat(21.88
m
Jer
ental Nab
Glutamat
PenguatRase
strakDagi
gAlen(Meng
SuE
iker
Flavou
ANKONSUMEN
401256
0-6262
8
1995",11.0,,0.0,17.0,680.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image40_jpeg.rf.c75b3f4c4818357b4283c35aebf21988.jpg,image40_jpeg.rf.c75b3f4c4818357b4283c35aebf21988.jpg,"asaala
asonedFlourispractical
eh.mushroom,vegetable
tastedelicious,crispier&morefavorful.
Komposisi:
tdanGuanilat),Garam,GuaPenstabilRempah-rempah.5%,
PerisaAlami,KalduSayuran.
TanpaPengawetdanPemanisBuatan.
Mongandung alergen,lihat daftarbahanyangdicetaktebal.
Ingredients:
WheFlour,FlavorEnhancers(MonosodiumL-glute,Dis
nosinateandGuanylate)altugar,tabilzer,pices0.
NaturalFlavor,VegetableBouillon.
Nopreservativesandartificialsweeten
Containsallergen,see ingredients inold.
INFORMASINILAICAZI
JUMLAHPER100
Energi total
360kkal
Lemaktotal
1.5g
Lemakjenuh
6s'0
Protein
Karbohidrat Total
11g
Gula
75g
Garam (Natrium)
2770mg
2g
OMRI",75.0,360.0,1.5,11.0,2770.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image41_jpeg.rf.83b56c4a5cf6fdca0c1e12d2468bd5f4.jpg,image41_jpeg.rf.83b56c4a5cf6fdca0c1e12d2468bd5f4.jpg,"CERTIFIED
INFORMASINILAIGIZI/NUTRITIONFACTS
Takaran SajlServingSize100ml
10SajanperKemasan/ServingperPack
JUMLAHPERSAJIANIAMOUNTPERSERVING
EnergiTotalTotalCalories
EnergidariLemak/CalonesfromFat
80kkal
30kkal
%AKGI%DV""
LemakTotal/TotalFat
Kolesterol/Cholesterol
3g
5mg
5%
LemakTranslTransFat
2%
LemakJenuh/SaturatedFat
0g
Protein
2g
39
10%
KarbohidratTotallTotalCarbohydrate
10g
5%
SeratPanganlDietaryFiber
3%
Gula TotalTotalSugars
1g
4%
SukrosalSucrose
0g
5g
Laktosallactose
Garam(Natrium)Salt(Sodium)
5g
PersenAKGberasrkankebuuhanenergi2150kal.Kebutan
60mg
4%
egAndamgkinebtinggitaulebendah
s
maybehigherorlowerdependingonyourcaloriesneeds
Komposisi:Air,Padatan Susu&Susu Segar(16,65%),
PenstabilFostat,PenstabiNabati
Ingredients:Water,MilkSolid&FreshMilk(16.65%).
PhosphateStabilizer,VegetableStabilier
SimpandiTempatSejuk&Kering/
Kocok Dahulu SebelumDigunakan/
Keep ina Cool&Dry Place
Shake Before Served
Perhatikanl
MIX
FSC
Buying this carton
FSCC020428
for the world's forests.
helpsyoucare
LayananKonsumen/CustomerSenice
0800-1-008899
(BebasPulsa/TollFree:",1.0,,0.0,2.0,5.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image42_jpeg.rf.76851f3ff89f7af683155b4687bae14c.jpg,image42_jpeg.rf.76851f3ff89f7af683155b4687bae14c.jpg,"CARA PENYAJIAN(1 porsi):
Siapkan100gKentangGorengyangtelahdiiriskan.Campurkan±1
sendokthBUMBUKENTANGGORENGINDOFOODrasaJagung
Bakardengankentanggoreng.Adukrata.
PREPARATION(1 serving）:
Prepare 100gFrenchFries.Add±1teaspoon of
INDOFOODFRENCHFRIESSEASONINGGrilledCom
flavour and mix well.
lk（mngandungantioksidan BHA dan asam
INFORMASINILAIGIZIINUTRITIC
FACT
pengualrasa dinatrium inosinat dan guanilal
6SajanperKemasan/6SeringsperContaier
Takaran saj/Serving size
:4g
ajgngburjnggm
JUMLAHPERSAJIANIAMOUNTPERSERVING
angtnns
Energi totallTotalenergy
15kkal/kcal
yenewjmst
Lemaktotal/Totalfat
%AKG/DV
hicfvour（cntinsatodan BHAand
Lemak enuh/Saturatedfat
0g
0%
faouronhancersdisoduminosinale and
Protein/Protein
0g
0%
dneschcmasing
KarbohidrattotalTotalcarbohydrate
60
0%
bdpedinrdei
Soratpangan/Diotaryber
3g
1%
pscustaocoansg.mikguo
Gula/Sugar
og
2g
0%
Garam/Salt(natrlum/sodium)
e,mustard.
15%
gagdh
BAIKDIGUNAKANSEBELUM/KODEPRODUKSI:
BESTBEFORE/PRODUCTIONCODE:
9
12FEB27/0508",2.0,15.0,0.0,0.0,6.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image43_jpeg.rf.b7ec9a0e6246260f0e54696f018dfbb5.jpg,image43_jpeg.rf.b7ec9a0e6246260f0e54696f018dfbb5.jpg,"uality
SPECIALIST IN SAUCE
CARBONARA
Komposisi:
KrierNabati(n
INFORMASI NILAI GIZI
Et-KarotenCl408
Takaran saji25g
ButtermilkBubuk,P
7SajianperKemasan
(mengandungkede
JUMLAHPERSAJIAN
30kkal
alamiBeta-Karoten
Enorgl total
15kkal
Rasa(Mononatrium
Energi dari lemak
10kkal
Energi dari lemakjenuh
Gunilat),EkstrakRa
%AKG*
2%
Ingredients:
Lemaktotal
1.5g
5mg
2%
Water,NonDairy
Kolesterol
Bo
Beta-CarotenesCl4
Lemak trans
1.5g
6%
ButtermilkPowder,
Lemakjenuh
Protein
1g
1%
3g
1%
soy,antioxidantTB
Karbohidrattotal
Gula
1g
C175130),Salt,Spi
270mg
18%
Glutamate,Disodi
XanthanGur
Mengar
ryalerg
dicetak
jal.
Connsallergens,s
25
Simpandalamle:na
1
SARANPENYAJIAN
Bahan:
OqDELM
Soagh
dire",1.0,,1.5,1.0,10.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image44_jpeg.rf.44bf82b5b00f4a81325abb9f7ea4dc6a.jpg,image44_jpeg.rf.44bf82b5b00f4a81325abb9f7ea4dc6a.jpg,"naSuka)
INFORMASI NILAIGIZI
ang dipanggang.Nikmat,
maupunbahantaburan
(NUTRITION FACTS)
Takaran saji(Serving size）4.5g
nasa small sidedish with
2 Sajian perKemasan(ServingsperPack)
JUMLAHPERSAJIAN(AMOUNT PERSERVING)
ah&gurihsbinyara
EnergiTotal(Total Calories)25 kal(Cal)
masukkan dalam lemari es.
Energidarlemak（Calores fromfat)15kal(Cal)
edimmediotely after packaging
%AKG(%DV)*
Lemak Total(Total Fat)
lalPenguat Rasa (Mononatrium
Kolesterol(Cholesterol)
acanganahsusudankacangpohon.
LemakTrans(TransFat)
onosodium Glutamate
Lemakjenuh(Saturated Fat)
Protein(Protein)
KarbohidratTotal
品品
(Total Carbohydrate)
Seratpangan(Dietaryfiber)
Gula(Sugars)
Garam(NatriumySait(Sodium)
95mg
6%
Vitamin (Vitamin)
VitaminE(Vitamin E)
4%
ebihren",,25.0,15.0,,95.0
